clean_speech,label
go back facebook dewayne wesley cato asks facebook get rid regulation choking business m fiorina specifically president affordable care act employer employee required offer health insurance fined many opting pay fine others cutting back employee hour duck law altogether specific way alleviate pressure small business,republican
well first obamacare repealed failing applause failing people intended help also croneycapitalism worst helped write bill drug company insurance company pharmaceutical company every single one kind company bulking deal big government see thats happens government get bigger bigger — year republican democrat alike — business bulk deal big government repeal ten thousand page long one possible understand except big company lawyer accountant lobbyist hire protect interest give back state responsibility manage high risk pool need try one thing health insurance weve never tried health insurance always cozy little game regulator health insurance company need try free market free market people actually compete applause ought government ensure must — dont use term often government ought something every healthcare provider ought publish cost price outcome patient dont know buying applause let say — let say know innovation entrepreneurship anyone panel led innovative business highly competitive industry world decade truth secret sauce america innovation entrepreneurship must cut government size hold accountable take government back innovation entrepreneurship crushed crushing load page tax code crushed bell ringing regulatory thicket vast dont even know whats anymore crushed well government bureaucrat dont job well held accountable ive said got take government back know every dollar spent able move dollar hack regulatory thicket repeal much also know whats regulatory thicket — dont even know regulation passed third need build meritocracy — scott walker way trying wisconsin bell ringingfinally need get three page tax code yes plan exists,republican
clear want repeal obamacare applausebut whats alternative,republican
sorry cant hear,republican
clear say would repeal obamacare,republican
alternative,republican
help small business,republican
alternative allow state manage high risk pool really need help look im cancer survivor ok understand someone who battled cancer become known preexisting condition understand allow family go bankrupt truly need help also understand obamacare isnt helping anyone throwing people medicaid fewer fewer doctor taking payment point obamacare crushing small business helping family intended help let u allow state manage high risk pool let u try one thing health insurance weve never tried free market let u ensure patient customer,republican
information shop wisely health care,republican
alright thank going take break coming big issue many american facing tax republican presidential debate continues live milwaukee commercial break,republican
welcome back republican presidential debate live milwaukee let get back question want touch obviously one biggest issue year tax go several one biggest economic concern course country tax facebook data certainly back green map going see show conversation around tax resonating across nation especially wisconsin first dr carson say favor tax system guess akin tithing sir flat tax rate percent said everybody pay think god pretty fair guy tithing pretty fair process donald trump say fair wealthier taxpayer pay higher rate fair thing whose plan would god endorse doctor laughter mr trump,republican
well know say tithing im talking concept proportionality,republican
everybody pay proportion make make billion pay billion make pay one get right privilege dont see anything get whole lot fairer also get rid deduction loophole thing tilt one direction another set rate appropriate level say lot people say get rid deduction ruin american dream know home mortgage deduction fact matter people home introduced federal income tax later started deduction say charitable giving church charitable organization fact matter believe put money people pocket actually generous rather le generous applause money earned thing care poor people system putting together rebate people poverty level also want emphasize fact get economy moving hope get question get economy moving lot opportunity poor people poor people america land dream policy aimed allowing people realize dream applause,republican
thank much senator paul said want blow tax code start acrosstheboard percent fair flat tax happily offered revenue neutral thats idea want choke amount money coming washington dont risk sir creating nearterm budget crisis presidency would beginning,republican
well great question neil thanks including tax debate think whats important tax debate ask question money best spent private sector government sector want government really really small small barely see want lower tax much money private sector cheering applause tax plan however tax plan among candidate stage part balanced budget plan put forward three plan actually balance budget fiveyear period plan detail exactly would cut question came earlier would cut nobody like say would cut ive put pencil paper done three budget actually balance im also favor plan called penny plan wed cut percent across board budget actually balance le five year think extraordinary tax plan context balancing budget also extraordinary tax plan get rid payroll tax democrat demagogue issue death say oh millionaire would get bigger tax cut someone making thats proportionality ben trying explain folk thing get rid payroll tax everybody going get tax cut something think public large support could win election applause,republican
deduction — plan,republican
percent corporation percent individual payroll tax employee business tax pay social security would two remaining deduction — home mortgage charity,republican
thank senator,republican
thank applause,republican
senator cruz isnt anyone audience watching home tonight would like pay le tax people want fair shake dont want money wasted explain plan work cut tax much propose without running debt deficit,republican
well sure put finger problem current system isnt fair washington fundamentally corrupt word irs code bible — — one good laughter every one reflects carveout subsidy empowering washington cartel simple flat tax say family four first earn pay tax whatsoever income tax payroll tax nothing every american pay percent across board — flat fair tax mean longer hedgefund billionaire paying lower tax rate secretary business side ive got business flat tax percent — applies across board right corporate income tax giant corporation army accountant regularly paying little tax small business getting hammered fair acrosstheboard ask number add would encourage folk go website tedcruzorg specific number website plan eliminates payroll tax eliminates death tax eliminates corporate income tax abolishes irs applause effect incredible economic growth mean every income group see doubledigit increase poorest weakest least percent youre single mom youre making year mean extra pocket provide kid make end meet powerful powerful effect there one really powerful feature plan borderadjustable mean youre exporter — youre farmer youre rancher youre manufacturer dont pay business flat tax export free tax import pay percent business flat tax mean tax plan would cause job boom would let america compete china world level playing field applause,republican
havent told u pay,republican
well number tax foundation put static cost plan trillion year dynamic cost plan — cost factor growth billion le trillion cost le virtually every plan people put yet produce growth one plan abolishes irs top today rolled spending plan billion specific cut — five major agency would eliminate irs department commerce department energy department commerce hud — specific program thats website tedcruzorg want look specificity easy everyone say cut spending much harder riskier put chapter verse specifically program would cut stop bankrupting kid grandkids,republican
thank senator applause governor bush republican primary voter say tax reform priority congress administration governor bush important tax reform domestic policy agenda guarantee first year presidency,republican
im gon na fight hard make sure shift power away washington simplify tax code spur economic activity country course highest priority dont stuck new normal percent growth hillary clinton say basically got ta get used two percent growth mean declining income middle class mean million people stuck poverty day barack obama inaugurated mean — mean demand government — growing economy first job going serious dealing deficit debt importantly people really struggling right economy disposable income great middle buck yeah weve created job — argue ph — brought early good question job created theyre lowerincome job job lost net effect need jumpstart economy think jonathan ph reagan love ph supporter mine jonathan deployed national guard — he oklahoma reagan love — way pretty great name think — teacher — tax cut told money pocket — would go back south carolina start business imagine would like instead business closed started exact opposite would grow economy government would get revenue necessary make thing — make thing better hillary clinton approach topdown regulation tax government destroy economy applause,republican
thank governor,republican
senator rubio come senator rubio coming mr trump one second — promise,republican
senator rubio tax plan includes large expansion child tax credit raise ph tax income lowincome parent similar tax credit previously proposed senate estimated cost much billion year according tax foundation isnt — isnt risk youre adding another expensive entitle program already overburdened federal budget,republican
important job im ever going important job anyone room ever job parent job president job senator job congressman important job u ever job president sic important institution society family family break society break cant strong nation without strong value one born strong value taught strong family reinforced strong community set tax reform endeavor profamily tax code endeavor know difficult family st century afford cost living expensive raise child st century family raising child raising future taxpayer united state everything cost state child care cost college million people watching broadcast tonight understand exactly im talking dont know theyre going make payment every month cant make cant work someone need watch kid day dont know theyre going save kid future go college yes child tax credit increase im proud proud profamily tax code pro family tax plan strengthen important institution — country family,republican
neil there point id like make applause neil point id like make tax credit decide conservative isnt conservative fiscally conservative trilliondollar expenditure talking giving people back tax money he talking giving people money didnt pay welfare transfer payment here conservative trillion transfer payment — new welfare program thats refundable tax credit add marcos plan trillion new military spending get something look conservative thank applause crosstalk,republican
governor kasich let come governor kasich,republican
im sorry excuse,republican
governor kasich crosstalk,republican
quickly senator,republican
get second respond he talking tax plan,republican
let begin actually believe — first money pay refundable tax pay government also — federal income tax refundable payroll tax everyone pay payroll tax money money here dont understand — invest money piece equipment invest money business get write tax invest child future america strengthening family going recognize tax code family important institution society yes,republican
nevertheless conservative marco,republican
want rebuild american military,republican
conservative,republican
know rand committed isolationist im believe world stronger better place united state strongest military power world,republican
yeah marco marco conservative conservative add trilliondollar expenditure federal government youre paying,republican
conservative,republican
talking military rand,republican
conservative add trillion dollar military expenditure conservative youre going keep promoting new program youre going pay applause,republican
cant even economy safe radical jihadist middle east beheading people crucifying christian radical shia cleric iran trying get nuclear weapon chinese taking south china sea applause yes believe world safer — dont believe know world safer place america strongest military power world cheering applause,republican
dont think safer — think safer bankruptcy court go debt become le le safe important thing going talk tonight conservative liberal military spending unlimited military spending say oh im going make country safe need safe country know spend military next ten country combined want strong national defense dont want u bankrupt bell ringing crosstalk,republican
middle ground brings together,republican
yes middle ground,republican
exactly right defend nation think defending nation expensive try defending thats lot expensive applause cheering pay also fiscally responsible know mention program put today would eliminate among corporate welfare like sugar subsidy let take example sugar subsidy sugar farmer farm bell ringing roughly farmland america yet give lobbying money sort corporate welfare bankrupting kid grandkids would end subsidy pay defending nation,republican
gentleman need move,republican
— must combine actually zerobased budgeting tax reform unless examine cut move every single dollar discretionary spending federal government reform tax reduce spending time ask question possible federal government get money every year federal government receiving money every year year republican democrat alike yet never enough money important thing answer money always spoken money spoken go zerobased budgeting simple idea — way there bill zerosbased ph budgeting bell ringing exists voted every dollar must examined dollar cut dollar cut dollar moved go three page tax code lower every rate close every loophole government us tax code decide winner loser strip corruption tax code pay know every single dollar spent,republican
cut need invest need,republican
two go hand hand,republican
need move mr trump,republican
please could,republican
make military bigger better stronger ever nobody mess u long run going save u agree marco agree ted choice tell certainty different tax plan dont totally agree one thing understand one tax plan better mess right applause,republican
let talk — governor really must move really want move mr trump let talk international economy,republican
mr baker everybody got talk tax,republican
really need move,republican
think coming,republican
governor promise come,republican
look hate crash party mr baker know whats fair,republican
mr trump ask,republican
u concluded international trade agreement country pacific youve said youd rather deal,republican
sign one thats table,republican
horrible deal,republican
economist — economist say trade boosted growth every single post war president supported expansion international trade including last three republican president would reverse year u trade policy,republican
tpp horrible deal deal going lead nothing trouble deal designed china come always back door totally take advantage everyone page long complex nobody read like obamacare nobody ever read passed nobody read look mess right repealed one worst trade deal would yes rather country bad one getting advantage taking advantage good one would normally get id rather make individual deal individual country much better lose fortune trade united state loses everybody losing billion term imbalance china billion year imbalance japan way mexico billion year imbalance must say gerard think terrible deal love trade im free trader percent need smart people making deal dont smart people making deal,republican
— deal say term deal published — published last week detail page percent u trade country pacific country country actually tarifffree — trade deal affect percent — particular part deal think badly negotiated,republican
yes well currency manipulation dont discus agreement disaster look way china india almost everybody take advantage united state — china particular theyre good numberone abuser country look way take advantage currency manipulation even discussed almost page agreement even discussed,republican
separate — separate crosstalk,republican
understand mean understand well wall street journal currency manipulation single great weapon people dont even discus agreement say bad deal approved approved bad trade deal loss job country losing job like nobody ever lost job want bring job back country,republican
hey gerard know might want point china part deal,republican
thats right thats right,republican
get little bit offkilter,republican
isnt — isnt part problem say senator — deal ratified — u — senate would actually give china opportunity grow economic leadership seeking u unable take part trade deal country asia china take lead,republican
argument china doesnt like deal u deal well trading competitor youre exactly right think weve sort missed point little bit important point though discus trade treaty agree mr trump negotiate position strength also negotiate using full force constitutional power given u think mistake give power presidency trade deal give power filibuster im kind fond power laughter give power amend think really one big problem country last century really much power gravitated executive branch really congress kind bystander dont write rule dont make law executive branch even trade — trade — think careful giving much power presidency applause,republican
thank thanks senator,republican
coming biggest threat facing next commanderinchief youre watching republican presidential debate live tonight milwaukee well right back commercial break,republican
welcome back welcome back republican presidential debate candidate taking question want answered also tonight see america saying debate go facebook type gopdebate search box back question american face security threat home abroad last year terrorist attack rose percent according institute economics peace death occurring five country iraq afghanistan pakistan nigeria syria dr carson putting troop ground iraq large military force afghanistan support president decision put special ops force syria leave u troop afghanistan,republican
well putting special ops people better — thats theyre called special ops theyre actually able guide thing recognize putin trying really spread influence throughout middle east going base oppose effective way also must recognize complex place know chinese well russian kind faction weve far ineffective cant give ground right look much global scale talking global jihadist desire destroy u destroy way life saying make look like loser thats way theyre able gather lot influence think order make look like loser destroy caliphate look easiest place would iraq — outside anbar iraq there big energy field take take land could believe fairly easily ive learned talking several general move continue face goal contain destroy destroy u applause,republican
asked facebook take look major issue talking tackling debate tonight word cloud show people focusing bigger word talk one discussed issue last month homeland security governor bush biggest threat facing america today,republican
— id say islamic terrorism back question dealing iraq pull back void filled thats lesson history sadly president believe american leadership believe net result caliphate size indiana gain energy everyday recruit american country threat homeland relates fact dealt threat terror middle east fly zone syria support remnant syrian free army create safe zone want deal four million refugee leaving syria devastation ought create safe zone stay region rather go europe requires american leadership without american leadership every country neighborhood being change priority tragic see iraq country talking russia wasnt long ago russia influence region united state need lead across board president hillary clinton believe united state leadership role play paying price huge impact economy country dont deal applause,republican
thank sir mr trump debate president obama mocked mitt romneys assertion russia top geopolitical challenge facing united state saying cold war dinosaur russia invaded ukraine put troop syria said good relationship mr putin president trump response russia aggression,republican
well first russia problem north korea actually nuclear weapon know nobody talk talk iran thats one worst deal ever made one worst contract ever signed ever anything disgrace somebody madman already nuclear weapon dont talk thats problem china problem economically theyre south china sea mean becoming major force russia far ukraine concerned could syria — far syria like — putin want go got know well minute stablemate well night know putin want go knocked hell isi cant understand anybody would,republican
blew — hold,republican
blew wait minute audience reaction blew russian airplane love people he going go everybody go far ukraine concerned group people group country including germany — tremendous economic behemoth — always work — im protecting ukraine working — country surrounding ukraine arent anything say keep going keep going dummy keep going protect u bell ringing get smart cant continue policeman world trillion dollar country thats going hell infrastructure thats falling apart road bridge school airport start investing money country applause,republican
donald — donalds wrong absolutely wrong going world policeman sure heck better world leader thats — there huge difference without u leading cheering void filled idea good idea putin syria let isi take assad putin take isi mean thats like board game thats like playing monopoly something thats real world work lead involved fly zone syria — barrel bombing innocent country youre christian increasingly lebanon iraq syria youre going beheaded youre moderate islamist youre going able survive either play role able bring rest world issue late,republican
assad bad guy idea socalled rebel — read rebel nobody even know spoke general two week ago said — exactly talking said know mr trump giving hundred million dollar equipment people idea dont like assad who going like assad idea people theyre going theyre going represent may far worse assad look libya look iraq look mess spending trillion dollar thousand life wounded warrior place — love ok nothing said keep oil kept oil believe kept oil know given oil bell ringing shouldve given big chunk people lost arm leg family son daughter right know lot oil iran isi,republican
know mr trump fancy good negotiator accept he done lot good deal mr trump ought know speak people position weakness senator paul know well one reason ive said would talking vladimir putin right although met well green room show private meeting laughter applause cheering one reason ive said wouldnt talking vladimir putin right speaking position weakness brought administration wouldnt talk awhile would would start rebuilding sixth fleet right nose rebuilding military — missile defense program poland right nose would conduct aggressive military exercise baltic state understood would protect nato ally bell ringing might also put thousand troop germany start war make sure putin understand united state america stand ally governor bush correct must fly zone syria russia tell united state america fly plane also set ally applause also set ally arab middle east know isi fight asked u specifically support king abdullah jordan man ive known long time asked u bomb material provided egyptian asking u share intelligence kurd asked u arm three year would egyptian saudi kuwaiti bahrain emirati kurd bell ringing know way understand isi fight must see leadership support resolve united state america,republican
strongest military face planet everyone know,republican
senator paul applause cheering senator paul already said sir would mistake talking vladimir putin rule youve argued never good idea close communication mind think applies administration effort right include iranian talk syria,republican
id like first respond acquisition — think particularly naive particularly foolish think going talk russia idea fly zone realize also something hillary clinton agrees several side youre asking fly zone area russia already fly russia fly zone invitation iraq im saying good thing better know least getting think going good idea fly zone iraq realize mean saying going shoot russian plane youre ready ready send son daughter another war iraq dont want see happen think first war iraq mistake cheering applause strong without involved every civil war around war,republican
well would respond,republican
ronald reagan strong ronald reagan didnt,republican
ronald reagan walked away reykjavik,republican
send troop middle east,republican
walked away quit talk,republican
time quit talking,republican
finish time could finish time,republican
keep interrupting everybody laughter terrible booing,republican
yes would like finish response basically,republican
know may respond,republican
important question incredibly important question question go want commanderinchief want commanderinchief say something never throughout entire cold war discontinue conversation russian happy flying im naive enough say well iraq flying airspace going announce shooting naive point something might hear junior high scary crosstalk,republican
youre going respond nofly zone strategy would,republican
first thing would wouldnt arm enemy wouldnt arm isi cheering applause people want nofly zone also favored arming ally al qaeda became isi dumbest foolhardy notion people supported wanted arm ally al qaeda still thats isi grew pushed back assad isi allowed grow vacuum first thing dont arm enemy crosstalk,republican
need add couple point first ive never met vladimir putin know enough know gangster basically organized crime figure run country control trillion economy using build military rapid way despite fact economy disaster understands geopolitical strength every time acted anywhere world whether ukraine georgia middle east trusting weakness calculation middle east seen president done nothing president strategy ally region trust u goodness sake one proamerican free enterprise democracy middle east state israel president treat prime minister israel le respect give ayatollah iran ally region dont trust u cheering applause vladimir putin exploiting weakness purpose edging american important geopolitical power broker region vested interest here radical terrorist group way syria iraq isi libya significant presence libya afghanistan growing presence pakistan soon turkey try jordan try saudi arabia coming u recruit american using social medium dont hate u simply support israel hate u value hate u girl go school hate u woman drive united state either win win better take risk seriously going away cheering applause,republican
thank senator governor kasich want ask china particular hundred american company subjected cyber attack chinese military yet statebacked chinese company growing presence united state chinese investment u nearly nonexistent year ago billion newspaper recently reported chinese company planning bid one largest hotel chain united state would largest ever chinese takeover u company would stop,republican
let tell mr baker term cyber attack capability defensive posture also make clear people attack u cyber attack destroy mechanism using attack u want give little trip around world served defense committee year ukraine arm people fight eastern part europe make sure finland baltic know russian move move syria yes nofly zone north turkish border nofly zone south jordanian border anybody fly first time maybe fly fly second time fly also becomes sanctuary people also sends many message middle east still involved saudi arabia cut funding radical cleric one preach u theyre fundamentally friend jordan want king reign year egypt ally moderating force middle east throughout history group — country gulf state bahrain cleveland clinic opening operation clearly see israel better ally world criticizing public support finally china china doesnt south china sea give president credit able move naval force let chinese know going put trade agreement tpp critical u economic reason job many people connected getting job trade allows u create economy alliance also potentially strategic alliance chinese enemy certainly friend finally say everyone room talking tax economics fall come run hillary disaster got elected two yearold girl want country strong make promise cant keep bright light fall trouble must make sure economic program military program solid served washington chairman budget committee got budget balanced ohio ceo guess got ceo mentality way beat hillary clinton democracy fall idea add solid people know confidence lead america president lead country washington ohio return domestic international affair appreciate opportunity speak time gerry applause,republican
thank governor plenty opportunity thank neil,republican
right look time look time watching fox business well take break stick around commercial break,republican
welcome back republican presidential debate live milwaukee let get straight back question governor bush governor hillary clinton recently said another financial crisis like one wouldnt bail bank would,republican
— shouldnt another financial crisis ought raise capital requirement bank arent big fail doddfrank actually done opposite totally opposite bank higher concentration risk asset capital requirement arent high enough serious would raise capital requirement lessen load community bank financial institution vast overreach created huge problem country hillary clinton want double washington iowa three month ago talking bad washington dc — get — kind — anyway laughter — talked banker bank million asset four branch compliance cost doddfrank went twoyear period net effect — — one loan went bad financial crisis knew — knew borrower gave back community engaged community imagine america without community bank well thats whats happening doddfrank thats — thats worry worry real economy hurt vast overreach obama administration hillary clinton want double want create even captive left party point — trade agreement — pacific agreement shes — hinted xl pipeline shes opposed thing would create sustained economic growth shes doubling,republican
governor quickly — — cant seriously guarantee wont another financial crisis,republican
could serious,republican
ever never another financial crisis,republican
cant say say created higher capital requirement thats solution concentration asset bigger bank control — financial asset country wrong approach take,republican
dr carson may point despite measure taken governor say since crisis make financial system safer major bank u many actually bigger ever asset held jpmorgan chase example largest bank increased nearly percent trillion think jpmorgan big bank broken,republican
well think policy dont allow enlarge expense smaller entity certainly policy monetary fed policy using make easy make easy big corporation quite frankly low interest rate buy back stock drive price artificially kind thing led problem first place think really get back whole regulation issue creating abnormal situation country — declared independence le year numberone economic power world reason atmosphere encouraged entrepreneurial risk taking capital investment fuel drive weve done let creep regulation turn stampede regulation involved every aspect life get make big difference even average person every single regulation cost money shifted individual — hurt poor middle class much rich go store buy bar soap cost cent notice middle class come cash register whole cart full thing cost cent notice hurting poor bernie sander hillary clinton wont tell thats thing thats really hurting middle class core theyll say rich take money wont help take rich money wont make dent problem come back fundamental principle made america great applause,republican
clear — clear wouldnt — wouldnt favor breaking big bank think theyre big enough — theyre ok big,republican
would policy wouldnt allow occur dont want go tear anybody mean doesnt help u help u stop tinkering around edge fix actual problem exist creating problem first place,republican
thank dr carson,republican
add — he right point know bank big government made big government made big adding thousand thousand page regulation big bank army lawyer army compliance officer deal thing small bank like governor bush saying cant deal regulation cant deal — hire fanciest law firm washington best lobbying firm deal regulation result big bank get bigger small bank struggle lend even exist result today doddfrank actually codified big fail actually created category systemically important institution bank go around bragging know say people wink nod big important get trouble government bail u outrage need repeal doddfrank soon possible applause,republican
let — let also say gary — gary let also say jeb — jeb talking big bank force reserve capital people invest hold capital bank go people invested bank one pay thats he trying say,republican
gerard comment crosstalk,republican
senator cruz — get — senator cruz theme facebook data show last month alone nearly million people — nearly million — concerned reining wall street apparently believing punished enough accomplished litigator former solicitor general would go people believe fear wall street ignored word crook bernie sander say gotten away financial murder,republican
absolutely yes know spent much adult life enforcing law defending constitution problem underlies cronyism corruption washington know opening question jerry asked would bail big bank nobody gave answer ill give answer absolutely applause right washington — government get bigger bigger know biggest lie washington politics republican party rich truth rich great big government get bed big government big bank get bigger bigger bigger doddfrank community bank going business way consequence small business cant get business loan fundamental corruption six wealthiest county america around washington dc let give contrast washington cronyism week ago woman named sabina loving testified hearing chaired senate sabina loving africanamerican single mom started tax preparation business south side chicago found store front wanted business started business irs promulgated new regulation targeting tax preparers yearold statute called dead horse act statute irs classic washington crony fashion exemption lawyer big fancy accountant sabina pay employee would driven business m loving sued irs took obama irs court struck rule picking big guy little guy,republican
senatorcrosstalksenator really want clear saying sir bank america brink would let fail,republican
yes let clear role federal reserve — fed series philosopher king trying guess whats happening economy look fed one reason financial crash throughout loose money asset bubble drove price real estate drove price commodity third quarter fed tightened money crashed asset price caused cascading collapse thats supporting getting back rulesbased monetary system bunch philosopherkings deciding tied crosstalk,republican
sir understand want clear dont mind million depositor would line decision want clear happen whatever reason would let go would let bank america go,republican
let clear would bail instead adjusting monetary policy according whim getting wrong causing boom bust fed number one keeping money tied stable level gold number two serving lender last resort thats central bank run bank fed serve lender last resort bailout loan higher interest rate thats central bank worked ill point — look gold standard bretton wood year nation history enjoyed booming economic growth lower inflation fed need get back sound money help particular working men woman washington — people well obama economy power influence obama government people inaudible working men woman crosstalk,republican
neil thats difference executive let explain bank ready go depositor getting ready lose life saving dont say believe philosophical concern know executive decide there water crisis get water city there school shooting get help heal community financial crisis crisis ebola got go try fix philosophy doesnt work run something got ta tell onthejob training president united state doesnt work weve done year — almost year work applause,republican
thank governor,republican
governor kasich,republican
print money would bad approach,republican
senator rubio,republican
would bail rich wall street bank main street mom pop sabina loving,republican
wouldnt wouldnt,republican
said executive,republican
know step bail bank,republican
— talking would depositor would let bank shut argument going forward bank reserve capital — people capital start pressuring bank take risky approach ted end day,republican
said youd abandon philosophy abandon principle,republican
im gon na tell let tell —,republican
would bank failing,republican
— well ill tell ph cruz would bank failing would let people put money go,republican
— would bail,republican
executive — executive would figure separate people afford versus people hardworking folk put money institutionsbooing let — let say another thing here mean here mean,republican
faced — faced last financial crisis bank going — bank going people people put — life saving got deal cant turn blind eye going forward thats one thing another financial crisis perhaps would effort make sure ph,republican
thank governor kasich,republican
— could say chief executive who make tough call save job grow job think whats interesting doddfrank great example socialism start socialism start government creates problem government step solve problem government created problem applause government created problem real estate boom create republican democrat alike fannie mae freddie mac everybody gathered together republican democrat said home ownership part american dream let create bubble government stepped — way president george w bush bank told — encouraged — told really — buy bank take money doddfrank classic crony capitalism big gotten bigger community bank gone business top weve created something called consumer financial production bureau vast bureaucracy congressional oversight thats digging hundred million credit record detect fraud socialism start lady gentleman must take government back applause,republican
question — question coming republican presidential debate come right back live milwaukee stay u commercial break,republican
welcome back fourth republican presidential debate senator rubio hillary clinton clear front runner democratic nomination indeed nominee facing candidate impressive resume first lady united state u senator new york secretary state barack obama arguably experience certainly time government almost stage tonight american people trust lead country even though much closer office,republican
well thats great question let begin answering laughter election future kind country nation gon na st century next ph election actually generational choice choice kind nation st century century america special country one place earth anyone anywhere achieve anything nation thats force good planet growing number american feel place country society stigmatizes hold cultural value traditional society people — million people — living paycheck paycheck theyre working hard ever theyre living paycheck paycheck economy changed underneath foot young american owe thousand dollar student loan degree doesnt lead job first time year business dying starting around world every day brings news new humiliation america — many direct response — direct consequence decision made hillary clinton secretary — state,republican
maria note shes got lot experience policy proven disastrous look foreign policy every region world gotten worse leadership abandon nation israel leadership radical islamic terrorism rise leadership obamas leadership iran getting billion dollar verge getting nuclear weapon everything shes put hand touched — talk cronyism washington hillary clinton embodies cronyism bell ringing washington ill give example congressional exemption obamacare fundamentally wrong ill tell im elected president veto statute exempts member congress law apply evenly every american applause,republican
ok think fair say youre fan hillary clinton resume alright mr trump,republican
feeling perhaps successful capitalist stage tonight youve acknowledged give capitalism bad name youve particularly critical business find sort way paying tax keeping money abroad plan includes incentive bring — trillion dollar home isnt like onetime bounty,republican
guy call pirate still keep loot pay price bring back,republican
well whats happening right neil something subject conversation politician primarily politician guess carly stage havent talked corporate inversion corporate inversion — company leaving know used leave new york go florida got better tax got maybe something else theyre united state go country trillion dollar country theyre going two reason cant get money back something democrat republican agree thing think agree let money come back three half year still cant make deal cant get money probably two half trillion think much money could become — could come right used rebuild country investment country cant ive done made tax rate — one reason dont inaudible tax obnoxious cant made number know ive highly praised lot money going come back going get rid bureaucratic problem roadblock thats also problem going money pour back united state going used build business job everything else say expression let make america great applause,republican
senator paul one republican vote amendment state human activity contributed climate change president obama announced aggressive plan cut carbon emission time energy production america boomed possible continue boom move toward energy selfsufficiency time pursuing meaningful climate change program,republican
first thing would president repeal regulation hampering energy president put place applause including clean power act think man may role climate think nature also role planet billion year old weve geologic age geologic age weve time temperature warmer weve time temperature colder weve time carbon atmosphere higher think — need look leap president often fond saying want balance solution really need balance keeping environment clean rule got balance economy he devastated state say president destroying kentucky he destroying democrat party nobody want associate really need somebody understands need energy form mean solar wind hydro still coal still natural gas weve got policy would mistake shut industry coal field shut coal power plant going day wake big city either cold hot think big danger shouldnt say want bell ringing want free energy sector let people produce let drill let explore,republican
maria applause,republican
maria critically come climate change,republican
weve reduction carbon emission isnt solyndra isnt central planner washington dc weve great american success story explosion natural gas taking two existing technology applying innovation created lower carbon emission lower energy cost — economic activity age obama come energy sector hillary clinton want suppress — think ought expanding high growth path lower carbon job know fact governor state florida created largest land purchasing program environment cleanup program growing economy revenue growing allowed resource able protect natural system got get conservation bell ringing environmental policy go beyond carbon,republican
alright gentleman know want — want also promised get people home tonight going take quick break think fair say juncture discus issue business issue still keep interesting stick around candidate closing statement applause commercial break,republican
welcome back republican presidential debate candidate time closing statement get second senator paul begin,republican
richest freest humanitarian nation history mankind also borrow million dollar minute question american think fiscal conservative dont conserve money youre profligate spender spend money unlimited fashion military conservative notion conservative spending domestic spending welfare spending im fiscal conservative stage applause,republican
thank senator governor kasich,republican
well lady gentleman hillary clinton bernie sander win election yearolds — worry life going like know conservative movement opportunity lower tax balanced budget le regulation sending power money influence back live run america bottom addition power money influence program shift u responsibility reach rebuild family make stronger connect neighborhood together — wealth connection family — america greatest day ahead must win election applause,republican
